201807200228277e4699b3_456a_43a5_8c7e_d9e6132e2d3c,f0ddf420d08372ac51c9332f371da079,1532024907,1532025194,"ClusterInfo": ""
20180720111849675a5820_d705_4e99_9a4e_3067ffe73299,f8eab9248bf28c71066b671fb03f6651,1532056729,1532060795,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":6, "cpu":1500, "gpu":50}}"
2018072001442285f4b982_966e_4dea_9544_427a8010fb16,b7e0fc358c588378ffce36f3a436d4b4,1532022262,1532022556,"ClusterInfo": ""
20180720105804e8f205d6_7fbc_4e7b_a7c2_991793e0da4c,e18b82978637ad492766d11c769c8d65,1532055484,1532075650,"ClusterInfo": ""
20180720111849cc508ce8_c342_49ac_bd5f_4e0e2e2912d3,0f78e1a4011f029a341c9b3f3c976b3a,1532056730,1532060502,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":6, "cpu":1500, "gpu":50}}"
20180720151857d4c61a09_1fc0_41f4_a828_6884e03734d8,49a04aebbfdc82a437789dfd58293188,1532071137,1532071277,"ClusterInfo": ""
20180720111850a65c6951_b8f7_4820_9e9a_1db2b63ae0e9,30e5a0165a681407aeaab9c0b827b32f,1532056730,1532063270,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3, "cpu":1500, "gpu":50}}"
20180720091105648a0f09_3407_4e39_89c0_ec8382dbbc72,0c03ee4638bd6fa4610d75a5ae82b276,1532049065,1532051756,"ClusterInfo": ""
201807201118499dc54840_c9d7_4a53_9e0c_04e7cf01b368,ea46aee1cb8b6a4436679b36124f85ca,1532056729,1532057730,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":1, "cpu":1500, "gpu":50}}"
20180720111944270bfbca_a92b_4b56_8f57_1b3fe314b5a4,fee35b17bd518993e08af4a2bdb50be1,1532056784,1532071456,"ClusterInfo": ""
2018072015460695771e19_4b58_4a53_a061_fd3c9709aa5f,658e5e5b8a8651686574a2701028464e,1532072766,1532072859,"ClusterInfo": ""
20180720115715255f8762_996f_4e5c_81c5_14cc813857a0,a6de91a017b7a1baa3c1deb14aaa38bc,1532059035,1532059278,"ClusterInfo": ""
20180720003603699a2fbc_7634_4c05_b0bd_b4a0b34f0a14,d5aa168b2e71b190a6b03c09a7b6d586,1532018163,1532090788,"ClusterInfo": ""
20180720112706a14e3adf_fa01_4e8d_bd22_46c309515352,ae641c5ea0a8a8906d04b7e73ee00c29,1532057227,1532059135,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3,"gpu":50,"cpu":2000}}"
20180720102630775e2553_e4b5_4a26_ad56_3596162646a5,f2742ee3dce13260ca7091be2db5a629,1532053590,1532054313,"ClusterInfo": ""
20180720140050ff1ba55b_a08f_4f00_a7d5_068383a7fe63,7f5e261a64137846d504fee5a480947a,1532066450,1532076075,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":8,"gpu":50}}"
201807201136555dbaff2d_fe50_4e21_9279_a32ce88ec7ec,b2860194155ab6ce9f0fde55225ed36c,1532057815,1532070355,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3, "cpu":1500, "gpu":50}}"
2018072004023611bacd92_8e31_4eed_a2eb_ee41e84540c4,a8af492ef640ea4a4870061a3c73c4f9,1532030556,1532030696,"ClusterInfo": ""
201807201457136a410fe9_8945_416c_95e9_4c5f5d1ccf5d,8e57717fa0700053618c2f785bd0873d,1532069834,1532070074,"ClusterInfo": ""
20180720105218d7a29d6f_4610_4c3e_ae15_dd9d7eff919c,2afd49ee6dada04a3521ac214514762a,1532055138,1532055540,"ClusterInfo": ""
201807200201358f01731b_0521_4b6b_9fdb_223820edb0fa,b7e0fc358c588378ffce36f3a436d4b4,1532023295,1532023519,"ClusterInfo": ""
2018072013584996085072_4847_4ffd_9eb4_4ef5c8026655,0017bcc907e7710f08dd52699b91a65b,1532066329,1532074813,"ClusterInfo": ""
20180720023628746982af_43a0_4344_a483_a7821e73683f,6971395b07ad6827abadc367f48e6db7,1532025388,1532099418,"ClusterInfo": ""
20180720035039e2878fe4_3452_46b7_b67f_754b0f95b1be,0699cebe6d1dd495e4d0592bfca287b2,1532029839,1532107680,"ClusterInfo": ""
