201808270512257b77fe15_466f_4945_965e_bfbfc55ff5e2,8d6656bfff8ae67b157f4f7a1034e8b7,1535317945,1535318584,
2018082711401646c8b2e8_a248_4f97_8ed8_cb233895b5a7,ef2e113e83aa42f359e5a4a41128ef6c,1535341217,1535341315,"ClusterInfo": ""
2018082710035868a33e03_a321_4348_b700_24178e577145,44cc8474c89742bd9ed1096c3d938aa1,1535335438,0,"ClusterInfo": ""
2018082712143089eccbe3_7886_43c0_9a7e_f56243049de2,d593601477cbd4ff555eebdee5d699f3,1535343271,0,"ClusterInfo": "{"ps":{"count":25},"worker":{"count":75,"gpu":100}}"
2018082707423472520583_18cb_416a_8fb7_183b383feedd,7a7e06fab56ec309d762bdee28e55b0c,1535326954,1535327359,"ClusterInfo": "{"worker":{"count":4,"cpu":200},"ps":{"count":1, "cpu":200}}"
20180827122129b3d46941_9a2e_4274_85c7_6835176251e3,da2a302b0d2807bb0ea9b03130beff99,1535343689,1535343892,"ClusterInfo": ""
201808270742313c51c4e7_47c1_4be5_9df8_583ec8ca7dd8,8b300d15a959d9d2e4cae25b5beb911e,1535326951,1535327551,"ClusterInfo": "{"worker":{"count":8,"cpu":200},"ps":{"count":1, "cpu":200}}"
20180827150756f43a8f32_bdee_4969_9a7b_69b38fce2309,c1e37f2957ae9361ac3d42820f36bbee,1535353677,1535353968,"ClusterInfo": ""
2018082714532571f1af95_5c65_41c5_9877_de477505ef39,08d8527765d7146fc18f2e2223b1e309,1535352805,1535352825,"ClusterInfo": ""
2018082709112599c92d1a_2e0b_470a_9c91_a13c9297990a,9ff21ee9626329977431eec0a0ef0565,1535332286,1535332567,"ClusterInfo": ""
20180827001513990b7510_7241_4850_b046_7be9763748ba,9b4c8c56ba9c438154549c880d459760,1535300113,1535300286,
2018082710224037a0c264_a821_4136_8150_1769d8b1ad40,94db23627765777aca4a1129162cc791,1535336560,1535337055,"ClusterInfo": "{"worker":{"count":16, "cpu":1000, "Memory": 10000}, "ps":{"count":16, "cpu":1000, "Memory": 10000}}"
20180827122531625e9e82_f664_4b09_9157_f7e6ebf535e7,1e45efea87388599f61d87c8456d6b29,1535343931,1535344132,"ClusterInfo": ""
2018082704362625988791_b3d0_431e_85db_b9e5641ffaf1,b6e6ea2a88bc9015fb2fa10703c8f0ba,1535315787,1535355228,"ClusterInfo": ""
20180827103408ef2a3212_615a_42b2_919a_49c9463ae8ab,4973de9983ac2725669e8e801a7cf235,1535337248,1535339015,"ClusterInfo": ""
20180827073104733b443a_acad_4805_b803_8689ad36b57e,e8b32488d8c676ee209aa366ce3a4dff,1535326265,1535326532,"ClusterInfo": "{"worker":{"count":20,"cpu":400,"memory":4000}, "ps":{"count":1,"cpu":400,"memory":4000}}"
201808271445106b084d0b_69b3_4fed_bd21_8e75eca0cd62,08d8527765d7146fc18f2e2223b1e309,1535352310,1535352336,"ClusterInfo": ""
20180827124803bd5e7482_16c6_47e5_939e_a96311f21748,dc79a5580a9537dda08389b97b4c5003,1535345284,1535348821,"ClusterInfo": ""
20180827113614a7788997_09f9_4cf5_b03a_e12341f91cde,4a21602a317b94d671a804507cc312b0,1535340974,1535343958,"ClusterInfo": "{"worker":{"count":4,"gpu":100,"cpu":400,"memory":30000},"ps":{"count":2,"cpu":1000,"memory":30000}}"
20180827102923120633f1_5583_46cb_bdb8_8220df7b8032,7d9f9731735eb31b9cad28d18d9afa3a,1535336963,1535337015,"ClusterInfo": ""
20180827151037eb032c1f_9bb1_45ef_b9d9_ae5c75baf124,577569262b34cb70e3ad1a470056d77d,1535353837,1535353856,"ClusterInfo": ""
20180827115514cd4e1de6_d540_46df_9ef9_d0975afa033e,ec339fd013700befb18d80a21b10fcc3,1535342114,1535342458,"ClusterInfo": "{"worker":{"count":20,"cpu":400,"memory":4000}, "ps":{"count":1,"cpu":400,"memory":4000}}"
20180827130655073d790e_18d9_4596_9cc2_dadc153dcb50,06e784933af34332ebc53109dca8d23a,1535346415,1535346587,"ClusterInfo": ""
