2018062705454009aa206c_ad43_405c_904d_e59cd098d5eb,590645f5981f7e815d0d3231c3a76cfc,1530049540,1530049675,"ClusterInfo": ""
20180627113604da4d6c21_a41a_4e80_99b5_2a18695efa9f,1967eb64c62ee018a766038309cc1109,1530070565,1530070629,"ClusterInfo": ""
201806271043414e4b603f_e595_4684_8e04_6df338c0c2d9,6d76b61aced0d44e2f913b615f41e912,1530067422,1530082729,"ClusterInfo": ""
2018062709160805ffc48d_6613_419f_8713_1bc73c362917,dad80642a6b68e7eb751565f42bb783a,1530062168,1530062530,"ClusterInfo": "{"ps":{"count":8, "gpu":100},"worker":{"count":8,"gpu":100}}"
201806271533401fb05d95_3707_458d_9dcf_428ee1de1a85,e0bd83e4d799eb3c981df1e97d2d1551,1530084820,1530087891,"ClusterInfo": ""
201806271502392686eedf_eb52_4551_bfa1_69bc436d15fe,81304cc52b3ec19be5c277285a160baa,1530082959,1530083052,"ClusterInfo": ""
20180627153029e9e50cc3_67c4_4335_b47e_05011a72062e,7e586c326e805e591ddacc3f83696136,1530084629,1530084988,"ClusterInfo": ""
201806271436316de82387_d4c0_474c_8ff9_0e6031e39c3c,25f5e41cb4734ba7084dac50a70f93c1,1530081391,1530081482,"ClusterInfo": ""
201806270955501059e9a0_ad97_44b6_acad_265e83ae6d0f,e27b7019cfeff6f870f62ac92c149c35,1530064550,1530065025,"ClusterInfo": ""
20180627003213f5e2f54b_653c_4d7b_9439_67e901ba3ac5,e35ee507f20b3868f9ea65c954e642ab,1530030733,1530031586,"ClusterInfo": ""
20180627094448660efb61_a663_4fc9_9dd3_c2e345e259a4,b3ac724c1089eaff21783562324b989c,1530063888,1530064284,"ClusterInfo": ""
20180627093043ab04f5df_d066_4dbd_995a_8a7b898d7afd,3142710fbf11389ef93387ebca6737c4,1530063043,1530063382,"ClusterInfo": ""
2018062710033231118738_c070_46c0_8c00_eace633cc4f2,3fab7794d54bfb418a2b61e2d4fbda06,1530065012,1530068379,"ClusterInfo": ""
20180627011225cf795208_7ad3_449e_ba95_a928a22c2b0b,fb59439dc1031f11f52efd3da710ad53,1530033145,1530035723,"ClusterInfo": ""
20180627102652b58b2c3b_2290_4463_b027_bd845fc4d123,aec876ff87b88b82365a4dc3b4528a99,1530066413,1530067111,"ClusterInfo": ""
201806270019522d5ddbed_df87_4b97_95d5_4a99a98b49a5,5fd4b61c6847be2411ade6b46119667f,1530029992,1530032535,"ClusterInfo": ""
2018062713210145d0b8dd_08b4_4d62_ab87_2cbf96807689,31daa38a16fbeaf9d8ca11b93d5c28c4,1530076861,1530076913,"ClusterInfo": ""
201806271131064da1c6aa_b6c2_4218_bb3c_19c71b40717f,2b2ad86b8f9fa84d9bea47aff17c3c53,1530070267,1530070365,"ClusterInfo": ""
2018062704585108f5cb6c_cb22_400f_af88_6e8acd1d9322,c535ea6917b4d07151f762e946694ff3,1530046731,1530047328,"ClusterInfo": ""
20180627154524e0931297_243e_46f9_9fd8_d08a28ea6e9c,8626fb1d73895befb7a36fd7d57821c6,1530085524,1530085597,"ClusterInfo": ""
20180627111937e7b856ce_0433_4b31_ac90_893fe8af3a87,bfecd700a5cd071d7c6169f95a0726bc,1530069577,1530070556,"ClusterInfo": ""
20180627151917b0547034_9356_45bb_bdb0_66f3fa099fc9,4dafe8b92902f8067e5ad249b9aab27d,1530083958,1530103476,"ClusterInfo": "{"worker":{"count":8,"gpu":100,"cpu":400,"memory":30000},"ps":{"count":2,"cpu":1000,"memory":30000}}"
20180627141551d94dbed3_8e28_4af9_bdaa_67b40c4e01e0,7bc377baad3d6defe2d47eb202af535a,1530080152,1530106330,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":8,"gpu":50}}"
20180627142554250aadb3_10a3_459f_b5ff_e2460e1da82e,cc70b7478f0fb6bd022be1e735a7cdff,1530080754,1530081482,"ClusterInfo": "{"worker":{"count":8}}"
20180627042620f4400b72_dd18_47f9_8459_0f3aae702a7c,4232e6672a6a8e9e97d0453248af339f,1530044780,1530046272,"ClusterInfo": ""
201806271123427916940e_0fd1_4f8e_b25e_57108dfb2eda,2f2acbb658f78e87d6e72df987c7dda7,1530069824,1530088741,"ClusterInfo": ""
20180627104606f0a4cfa7_7bd5_4af2_bfb3_4b184783bf2b,10e970a40d5f829f7cf5f69dcc21c543,1530067567,1530068537,"ClusterInfo": ""
